Timingchain (UnityEngine.GameObject) | Data | Time | 0
pike_gfx (UnityEngine.GameObject) | Spasm | Z | 5.893104
pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 123.8831
pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -4.987762
pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.3109855
pike_gfx (UnityEngine.GameObject) | Spasm | X | -3.194734
pike_gfx (UnityEngine.GameObject) | Spasm | Y | 0.02507567
pike_gfx (UnityEngine.GameObject) | Spasm | Z | 4.390335
pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 135.1413
pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.176116
pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.2407393
pike_gfx (UnityEngine.GameObject) | Spasm | X | 8.979363
pike_gfx (UnityEngine.GameObject) | Spasm | Y | 8.494546
pike_gfx (UnityEngine.GameObject) | Spasm | Z | -5.172195
pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 122.0969
pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.093245
pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.6168379
pike_gfx (UnityEngine.GameObject) | Spasm | X | -2.297798
pike_gfx (UnityEngine.GameObject) | Spasm | Y | 1.349212
pike_gfx (UnityEngine.GameObject) | Spasm | Z | 5.327112
pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 140.0902
pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.011814
pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.8898991
pike_gfx (UnityEngine.GameObject) | Spasm | X | -1.253418
pike_gfx (UnityEngine.GameObject) | Spasm | Y | 7.967996
pike_gfx (UnityEngine.GameObject) | Spasm | Z | 5.790836
pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 150.6552
pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.158419
pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.6985195
pike_gfx (UnityEngine.GameObject) | Spasm | X | -5.987978
pike_gfx (UnityEngine.GameObject) | Spasm | Y | -8.185923
pike_gfx (UnityEngine.GameObject) | Spasm | Z | -1.760277
pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 119.5459
pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.066841
pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.6243615
pike_gfx (UnityEngine.GameObject) | Spasm | X | -4.804531
pike_gfx (UnityEngine.GameObject) | Spasm | Y | -4.622003
pike_gfx (UnityEngine.GameObject) | Spasm | Z | -5.603006
pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 112.7067
pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.018114
pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.8432454
pike_gfx (UnityEngine.GameObject) | Spasm | X | -1.065384
pike_gfx (UnityEngine.GameObject) | Spasm | Y | 3.798501
pike_gfx (UnityEngine.GameObject) | Spasm | Z | -1.241256
pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 134.1908
pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.097887
pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.9465251
pike_gfx (UnityEngine.GameObject) | Spasm | X | 8.08198
pike_gfx (UnityEngine.GameObject) | Spasm | Y | -2.75468
pike_gfx (UnityEngine.GameObject) | Spasm | Z | -7.091107
pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 102.9199
pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.222466
pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.4599913
pike_gfx (UnityEngine.GameObject) | Spasm | X | -9.47612
pike_gfx (UnityEngine.GameObject) | Spasm | Y | 8.148465
pike_gfx (UnityEngine.GameObject) | Spasm | Z | -4.452468
pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 125.8094
pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.186651
pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.4239181
pike_gfx (UnityEngine.GameObject) | Spasm | X | 4.575986
pike_gfx (UnityEngine.GameObject) | Spasm | Y | -4.741603
pike_gfx (UnityEngine.GameObject) | Spasm | Z | 6.812639
pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 147.3439
pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.191023
pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.4281757
pike_gfx (UnityEngine.GameObject) | Spasm | X | -4.425555
pike_gfx (UnityEngine.GameObject) | Spasm | Y | 7.754325
pike_gfx (UnityEngine.GameObject) | Spasm | Z | 6.898977
pike_gfx (UnityEngine.GameObject) | Spasm | Air | 0
pike_gfx (UnityEngine.GameObject) | Spasm | Deathtime | 126.9519
pike_gfx (UnityEngine.GameObject) | Spasm | Max | 10
pike_gfx (UnityEngine.GameObject) | Spasm | Min | -10
pike_gfx (UnityEngine.GameObject) | Spasm | Pos | -5.194238
pike_gfx (UnityEngine.GameObject) | Spasm | Wait | 0.9797599
pike_gfx (UnityEngine.GameObject) | Spasm | X | -4.825855
pike_gfx (UnityEngine.GameObject) | Spasm | Y | 2.698695
pike_gfx (UnityEngine.GameObject) | Spasm | Z | 3.372859
coil spring(rrxxx) (UnityEngine.GameObject) | Removal | Mass | 2
wishbone fl(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
wishbone fl(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
wishbone fl(xxxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
wishbone fl(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
sub frame(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
sub frame(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 26
sub frame(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 32
_Motor (UnityEngine.GameObject) | Calc RPM | Vibration | 0
_Motor (UnityEngine.GameObject) | Calc RPM | Vibration2 | 0
_Motor (UnityEngine.GameObject) | ValveAnimation | Time | 0.04
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
trail arm rl(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
trail arm rl(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 12
trail arm rl(xxxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
trail arm rl(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
SATSUMA(557kg) (UnityEngine.GameObject) | AutoClutch | Brake | 0
HAYOSIKO(1500kg) (UnityEngine.GameObject) | AutoClutch | Brake | 0
KEKMET(350-400psi) (UnityEngine.GameObject) | AutoClutch | Brake | 0
GIFU(750/450psi) (UnityEngine.GameObject) | AutoClutch | Brake | 0
SATSUMA(557kg) (UnityEngine.GameObject) | SteerLimit | FixedAngle | 33
SATSUMA(557kg) (UnityEngine.GameObject) | SteerLimit | Math1 | 0.0001228856
SATSUMA(557kg) (UnityEngine.GameObject) | SteerLimit | MaxAngle | 33
SATSUMA(557kg) (UnityEngine.GameObject) | SteerLimit | Speed | 0.0004055225
HAYOSIKO(1500kg) (UnityEngine.GameObject) | SteerLimit | FixedAngle | 33
HAYOSIKO(1500kg) (UnityEngine.GameObject) | SteerLimit | Math1 | 1.333107E-06
HAYOSIKO(1500kg) (UnityEngine.GameObject) | SteerLimit | MaxAngle | 33
HAYOSIKO(1500kg) (UnityEngine.GameObject) | SteerLimit | Speed | 4.399252E-06
KEKMET(350-400psi) (UnityEngine.GameObject) | SteerLimit | FixedAngle | 33
KEKMET(350-400psi) (UnityEngine.GameObject) | SteerLimit | Math1 | 9.49413E-07
KEKMET(350-400psi) (UnityEngine.GameObject) | SteerLimit | MaxAngle | 33
KEKMET(350-400psi) (UnityEngine.GameObject) | SteerLimit | Speed | 3.133063E-06
GIFU(750/450psi) (UnityEngine.GameObject) | SteerLimit | FixedAngle | 40
GIFU(750/450psi) (UnityEngine.GameObject) | SteerLimit | Math1 | 4.363343E-10
GIFU(750/450psi) (UnityEngine.GameObject) | SteerLimit | MaxAngle | 40
GIFU(750/450psi) (UnityEngine.GameObject) | SteerLimit | Speed | 1.745337E-09
FERNDALE(1630kg) (UnityEngine.GameObject) | SteerLimit | FixedAngle | 0
FERNDALE(1630kg) (UnityEngine.GameObject) | SteerLimit | Math1 | 0
FERNDALE(1630kg) (UnityEngine.GameObject) | SteerLimit | MaxAngle | 22
FERNDALE(1630kg) (UnityEngine.GameObject) | SteerLimit | Speed | 0
JONNEZ ES(Clone) (UnityEngine.GameObject) | SteerLimit | FixedAngle | 30
JONNEZ ES(Clone) (UnityEngine.GameObject) | SteerLimit | Math1 | 0
JONNEZ ES(Clone) (UnityEngine.GameObject) | SteerLimit | MaxAngle | 30
JONNEZ ES(Clone) (UnityEngine.GameObject) | SteerLimit | Speed | 0
Driver (UnityEngine.GameObject) | Animations | Wait | 14.63637
FITTAN (UnityEngine.GameObject) | LOD | Distance | 1504.717
FITTAN (UnityEngine.GameObject) | LOD | LOD | 200
FITTAN (UnityEngine.GameObject) | LOD | Y | 0
FITTAN (UnityEngine.GameObject) | Steering | Angle | -0.7447568
FITTAN (UnityEngine.GameObject) | Steering | Angle2 | -0.03137049
FITTAN (UnityEngine.GameObject) | Steering | Lane | 0
FITTAN (UnityEngine.GameObject) | Steering | SpeedKMH | 59.81557
FITTAN (UnityEngine.GameObject) | Throttle | Brake | 0
FITTAN (UnityEngine.GameObject) | Throttle | CrashSpeed | 0
FITTAN (UnityEngine.GameObject) | Throttle | DeathSpeedMPS | 5
FITTAN (UnityEngine.GameObject) | Throttle | SpeedCurrent | 59.81557
FITTAN (UnityEngine.GameObject) | Throttle | SpeedMax | 62.87938
FITTAN (UnityEngine.GameObject) | Throttle | SpeedMin | 58.51299
FITTAN (UnityEngine.GameObject) | Throttle | TargetSpeed | 0
FITTAN (UnityEngine.GameObject) | Throttle | ThrottleAccel | 1
FITTAN (UnityEngine.GameObject) | Throttle | ThrottleCruise | 0.1
FITTAN (UnityEngine.GameObject) | Throttle | Velo | 0
FITTAN (UnityEngine.GameObject) | Shifting | RPM | 4206.423
FITTAN (UnityEngine.GameObject) | Shifting | ShiftDown | 3000
FITTAN (UnityEngine.GameObject) | Shifting | ShiftUp | 6000
EngineSound (UnityEngine.GameObject) | Sound | Divider | 5000
EngineSound (UnityEngine.GameObject) | Sound | Pitch | 0.8412846
EngineSound (UnityEngine.GameObject) | Sound | RPM | 4206.423
Navigation (UnityEngine.GameObject) | Lift | Distance | 0
Navigation (UnityEngine.GameObject) | Lift | Distance2 | 5000
Navigation (UnityEngine.GameObject) | Brakezones | BrakeDistance | 30
Navigation (UnityEngine.GameObject) | Brakezones | Distance | 0
Navigation (UnityEngine.GameObject) | Brakezones | Distance0 | 105.769
Navigation (UnityEngine.GameObject) | Brakezones | Distance1 | 3178.687
Navigation (UnityEngine.GameObject) | Brakezones | Distance2 | 3196.498
Navigation (UnityEngine.GameObject) | Brakezones | Distance3 | 1901.539
Navigation (UnityEngine.GameObject) | Brakezones | Distance4 | 2424.958
Navigation (UnityEngine.GameObject) | Brakezones | Distance5 | 1471.594
Navigation (UnityEngine.GameObject) | Navigation | Distance | 7.074883
Navigation (UnityEngine.GameObject) | Navigation | EmergencyDistance | 30
Navigation (UnityEngine.GameObject) | Navigation | LanePosition | 0
Navigation (UnityEngine.GameObject) | Navigation | RequiredDistance | 6
Navigation (UnityEngine.GameObject) | Passing | Aggression | 0
Navigation (UnityEngine.GameObject) | Passing | Difference | 0
Navigation (UnityEngine.GameObject) | Passing | Distance | 0
Navigation (UnityEngine.GameObject) | Passing | Math | 4.366385
Navigation (UnityEngine.GameObject) | Passing | SpeedMax | 62.87938
Navigation (UnityEngine.GameObject) | Passing | SpeedMin | 58.51299
Navigation (UnityEngine.GameObject) | Passing | SpeedOther | 0
Navigation (UnityEngine.GameObject) | Passing | SpeedThis | 0
Navigation (UnityEngine.GameObject) | Raycast | Distance | 0
Navigation (UnityEngine.GameObject) | Raycast | Lane | 0
Navigation (UnityEngine.GameObject) | Raycast | LaneOther | 0
Navigation (UnityEngine.GameObject) | Raycast | RaycastDistance | 200
Navigation (UnityEngine.GameObject) | Raycast | Speed | 0
Collider (UnityEngine.GameObject) | Use | OldRot | 0
Collider (UnityEngine.GameObject) | Use | Rot | 0
Collider (UnityEngine.GameObject) | Use | Rotation | 0
VehiclesDirtRoad (UnityEngine.GameObject) | CheckRally | Distance | 0
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | Math | 0
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | MinimumRequiredVelocity | 0.15
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | SpeedMax | 0
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | SpeedMin | 0
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | VeloX | 0
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | VeloY | 0
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | VeloZ | 0
shock absorber(rlxxx) (UnityEngine.GameObject) | Removal | Mass | 1.5
shock absorber(rlxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
shock absorber(rlxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
shock absorber(rlxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
shock absorber(rlxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
wishbone fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
wishbone fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
wishbone fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
wishbone fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
discbrake(frxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
discbrake(frxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
discbrake(frxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
discbrake(flxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
discbrake(flxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
discbrake(flxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
clutch master cylinder(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
clutch master cylinder(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 6
clutch master cylinder(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 24
OpenCap (UnityEngine.GameObject) | Screw | Rot | 359
OpenCap (UnityEngine.GameObject) | Screw | ScrewAmount | 33
OpenCap (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
drumbrake rl(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
drumbrake rl(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 8
drumbrake rl(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
coil spring(rlxxx) (UnityEngine.GameObject) | Removal | Mass | 2
OpenCap (UnityEngine.GameObject) | Screw | Rot | 359
OpenCap (UnityEngine.GameObject) | Screw | ScrewAmount | 33
OpenCap (UnityEngine.GameObject) | Screw | Scroll | 0
strut fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
strut fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 3
strut fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
strut fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
steering rod fl(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
steering rod fl(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 8
steering rod fl(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 8
alignment_fl (UnityEngine.GameObject) | Screw | Alignment | 0
alignment_fl (UnityEngine.GameObject) | Screw | BoltSize | 0
alignment_fl (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
brake lining(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
brake lining(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 6
brake lining(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 96
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltPos | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
halfshaft(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
halfshaft(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
halfshaft(xxxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
halfshaft(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 24
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
clutch lining(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
clutch lining(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 4
clutch lining(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 16
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
halfshaft(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
halfshaft(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
halfshaft(xxxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
halfshaft(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 24
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
handbrake(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
handbrake(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 6
handbrake(xxxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
handbrake(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 40
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
handbrake lever (UnityEngine.GameObject) | Use | KnobPos | 0.1
handbrake lever (UnityEngine.GameObject) | Brake | BoltTightness | 0
handbrake lever (UnityEngine.GameObject) | Brake | Brake | 0.005
handbrake lever (UnityEngine.GameObject) | Brake | Position | 0.1
handbrake lever (UnityEngine.GameObject) | Brake | Tightness | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
Birds (UnityEngine.GameObject) | Volume | FadeTime | 8
Birds (UnityEngine.GameObject) | Volume | MaxVolume | 1
Birds (UnityEngine.GameObject) | Volume | Volume | 0.8
Meadow (UnityEngine.GameObject) | Volume | FadeTime | 8
Meadow (UnityEngine.GameObject) | Volume | MaxVolume | 1
Meadow (UnityEngine.GameObject) | Volume | Volume | 0.8
Meadow 1 (UnityEngine.GameObject) | Volume | FadeTime | 8
Meadow 1 (UnityEngine.GameObject) | Volume | MaxVolume | 1
Meadow 1 (UnityEngine.GameObject) | Volume | Volume | 0.8
Birds 1 (UnityEngine.GameObject) | Volume | FadeTime | 8
Birds 1 (UnityEngine.GameObject) | Volume | MaxVolume | 1
Birds 1 (UnityEngine.GameObject) | Volume | Volume | 0.8
Navigation (UnityEngine.GameObject) | Navigation | Distance | 10.58801
Navigation (UnityEngine.GameObject) | Navigation | EmergencyDistance | 40
